Word,N_CBOI_raters,CBOI_Mean,CBOI_SD
nod,44,3.545454545,2.327335491
maple,46,3.543478261,2.029849712
buy,24,3.541666667,2.225917821
imagine,24,3.541666667,2.225917821
knit,24,3.541666667,2.042572263
pliers,24,3.541666667,2.063748524
sky,24,3.541666667,2.669948162
spaceship,24,3.541666667,2.395270098
twist,24,3.541666667,2.431302508
rail,26,3.538461538,2.139733988
saddle,26,3.538461538,1.702486869
star,26,3.538461538,2.580399492
beat,28,3.535714286,1.895064601
bent,28,3.535714286,1.914508792
eyesight,28,3.535714286,2.235772182
wedding,28,3.535714286,2.219144694
joy,284,3.535211268,2.268736582
cute,30,3.533333333,2.315365962
hawk,45,3.533333333,2.170043988
monkey,32,3.53125,2.475484638
shiny,32,3.53125,2.243044806
accident,34,3.529411765,2.177506137
them,40,3.525,2.241651177
soak,44,3.522727273,2.317663583
busy,23,3.52173913,2.502172969
got,23,3.52173913,2.171500638
hi,23,3.52173913,2.744739849
lighter,23,3.52173913,2.042048108
passing,23,3.52173913,1.97414113
rhyme,23,3.52173913,2.253675084
bit,25,3.52,1.917463602
champion,25,3.52,2.200757445
drank,25,3.52,2.485290057
lightning,25,3.52,2.103964512
one,25,3.52,2.417298768
glide,27,3.518518519,1.928936941
oak,27,3.518518519,2.137042715
think,27,3.518518519,2.225211664
pair,31,3.516129032,2.219173536
crumble,33,3.515151515,2.078479193
shine,47,3.510638298,2.518387514
brave,30,3.5,2.34520788
canyon,30,3.5,2.285637314
companion,30,3.5,2.359865572
cot,26,3.5,2.249444376
hidden,26,3.5,2.453568829
lane,28,3.5,2.202691956
steep,24,3.5,2
use,26,3.5,2.565151068
warning,24,3.5,2.126438132
witch,26,3.5,2.533771892
swan,49,3.489795918,2.180619646
curly,45,3.488888889,2.21176834
out,45,3.488888889,2.590386267
choice,41,3.487804878,2.314324429
gently,41,3.487804878,2.214971233
wife,33,3.484848485,2.333468611
talent,31,3.483870968,2.420343884
times,31,3.483870968,2.219173536
forgive,29,3.482758621,1.975215895
customer,27,3.481481481,2.190370014
locomotive,27,3.481481481,2.242429492
pat,27,3.481481481,2.118968733
stay,27,3.481481481,2.326608135
tiny,27,3.481481481,2.439583356
unfriendly,27,3.481481481,1.7180125
glad,25,3.48,2.002498439
heard,25,3.48,2.181742423
polish,25,3.48,1.939071943
seal,25,3.48,2.238302929
colorful,23,3.47826087,2.171500638
crew,23,3.47826087,2.313391159
night,23,3.47826087,2.556090147
otter,23,3.47826087,2.313391159
trick,23,3.47826087,2.313391159
weight,46,3.47826087,2.428892115
behind,30,3.466666667,2.2550072
coke,30,3.466666667,2.208655908
education,28,3.464285714,1.99038695
remember,28,3.464285714,2.395708244
alley,26,3.461538462,1.94382652
came,26,3.461538462,1.964296703
closer,26,3.461538462,2.353393622
fishing,26,3.461538462,2.533468283
follow,26,3.461538462,2.370329416
secret,26,3.461538462,2.319151038
peace,37,3.459459459,2.340401136
dug,24,3.458333333,2.166527309
emerald,48,3.458333333,2.18270117
fig,24,3.458333333,2.225917821
hardware,24,3.458333333,2.264646372
hurry,48,3.458333333,2.475052833
plugged,24,3.458333333,2.283764373
soon,24,3.458333333,2.340181462
thank,24,3.458333333,2.413353551
crayfish,33,3.454545455,1.969944623
lumber,33,3.454545455,1.969944623
packing,33,3.454545455,2.137330536
print,29,3.448275862,1.862912599
buffalo,27,3.444444444,2.118296364
cub,27,3.444444444,2.375084344
dye,27,3.444444444,1.739436985
flight,27,3.444444444,1.928198309
forget,27,3.444444444,2.241794153
go,45,3.444444444,2.650519294
grumpy,27,3.444444444,2.325995789
mistake,27,3.444444444,2.325995789
old,27,3.444444444,2.172083957
roadside,27,3.444444444,2.044379412
seven,27,3.444444444,2.546994206
told,27,3.444444444,2.136376035
twice,27,3.444444444,2.516611478
be,34,3.441176471,2.337976028
hut,34,3.441176471,2.047780417
amazing,25,3.44,2.433789912
backwards,25,3.44,2.180978374
hunter,25,3.44,1.959591794
long,25,3.44,2.346628788
between,23,3.434782609,2.041080083
difficult,23,3.434782609,2.252797997
inventor,23,3.434782609,2.232529893
list,23,3.434782609,2.128296095
rattlesnake,23,3.434782609,2.191431391
record,23,3.434782609,1.854382695
trace,23,3.434782609,2.27288537
fog,30,3.433333333,1.75545128
rainbow,42,3.428571429,2.50017421
sore,49,3.428571429,2.081665999
crisp,26,3.423076923,1.836803243
farming,26,3.423076923,2.175740369
get,26,3.423076923,2.230212132
prairie,26,3.423076923,2.119869372
barber,24,3.416666667,2.282574189
breast,24,3.416666667,2.062431378
interested,24,3.416666667,2.062431378
skunk,24,3.416666667,2.465706825
twenty,24,3.416666667,2.357534944
cattle,29,3.413793103,1.955162423
short,29,3.413793103,2.228344058
carefully,46,3.413043478,2.463746803
downtown,49,3.408163265,2.030172071
church,27,3.407407407,2.080296933
dead,27,3.407407407,2.240522934
discover,27,3.407407407,2.291443268
elk,27,3.407407407,2.205923132
lot,27,3.407407407,2.024071663
market,27,3.407407407,2.274596486
silk,27,3.407407407,2.257623994
writer,27,3.407407407,2.422002656
astronaut,42,3.404761905,2.274562663
apartment,35,3.4,2.017569884
booth,25,3.4,1.979057015
bully,25,3.4,1.658312395
housekeeper,30,3.4,2.386745006
little,35,3.4,2.403428923
useful,25,3.4,2.415229458
dining,28,3.392857143,2.615329251
cliff,23,3.391304348,1.827545061
maybe,23,3.391304348,2.189627001
rang,23,3.391304348,1.994062332
violet,23,3.391304348,1.725191173
control,31,3.387096774,1.99461641
lever,31,3.387096774,2.011258633
over,31,3.387096774,2.290231711
slipped,31,3.387096774,2.155263624
crossing,26,3.384615385,1.812775178
mood,26,3.384615385,2.079940828
scraps,26,3.384615385,1.76809328
stranger,26,3.384615385,1.601921923
travel,26,3.384615385,1.898987585
loop,29,3.379310345,2.194372561
meow,29,3.379310345,2.320926433
braille,24,3.375,2.550575383
carpenter,24,3.375,1.555145736
clump,24,3.375,1.739877557
good,32,3.375,2.196037487
hungry,32,3.375,2.472428609
life,24,3.375,2.337082909
thinking,24,3.375,2.280589169
want,24,3.375,2.102017664
won,48,3.375,2.638705356
danger,27,3.37037037,1.944383393
fin,27,3.37037037,1.863581088
fed,46,3.369565217,2.407014708
fixed,30,3.366666667,2.008316044
blew,25,3.36,2.252406121
creature,25,3.36,2.038790491
shut,25,3.36,2.252406121
skeleton,25,3.36,1.912241268
strength,25,3.36,2.177154106
wax,25,3.36,2.196208855
wish,25,3.36,2.343074903
baggy,28,3.357142857,2.058663459
tank,28,3.357142857,2.003964325
catcher,23,3.347826087,2.12364814
diver,23,3.347826087,2.186917624
teach,23,3.347826087,2.228099387
need,26,3.346153846,2.115510486
prince,26,3.346153846,1.853479057
tease,26,3.346153846,1.874935896
dinosaur,29,3.344827586,2.39457515
ox,29,3.344827586,2.192126529
ripe,29,3.344827586,2.17577346
above,32,3.34375,2.294585141
below,32,3.34375,2.33637954
did,32,3.34375,2.404423008
heal,35,3.342857143,2.33821019
detective,24,3.333333333,2.239306311
fourth,27,3.333333333,2.236067977
opener,24,3.333333333,2.18028053
stare,27,3.333333333,2.148344622
sub,27,3.333333333,2.465141594
tonight,24,3.333333333,2.478896435
going,40,3.325,2.152964563
deliver,34,3.323529412,2.331868652
yesterday,31,3.322580645,2.256650863
match,28,3.321428571,1.764958743
yours,28,3.321428571,2.480346025
action,25,3.32,2.014944168
crocodile,25,3.32,2.304343724
dent,25,3.32,1.749285568
make,25,3.32,2.528504169
or,25,3.32,2.286190427
round,25,3.32,2.427618861
start,25,3.32,2.393045479
fill,47,3.319148936,2.432625911
cornmeal,29,3.310344828,2.285098439
allowance,26,3.307692308,2.149776375
circus,26,3.307692308,1.761118526
husky,26,3.307692308,2.258658554
pass,26,3.307692308,2.222957143
scary,26,3.307692308,2.240878948
serve,26,3.307692308,2.093212474
spend,26,3.307692308,2.015325895
decide,23,3.304347826,2.009857132
diner,23,3.304347826,2.304832524
middle,23,3.304347826,2.224548629
pocketbook,23,3.304347826,2.363256278
snug,23,3.304347826,2.009857132
crate,33,3.303030303,1.976183957
fixes,33,3.303030303,2.053729055
pink,47,3.29787234,2.403936026
mane,27,3.296296296,2.145026713
thank-you,27,3.296296296,2.446580264
whole,44,3.295454545,1.947921318
cafeteria,41,3.292682927,2.238793229
auditorium,24,3.291666667,2.196423311
away,24,3.291666667,2.293263607
jungle,24,3.291666667,1.966660526
own,24,3.291666667,1.966660526
bang,28,3.285714286,2.290999181
dash,35,3.285714286,2.177038309
blade,46,3.282608696,1.85787266
slope,32,3.28125,1.853233878
after,25,3.28,2.26421436
alive,25,3.28,2.092048438
greet,25,3.28,2.072036036
mister,25,3.28,1.904380914
motor,25,3.28,1.926136028
proud,25,3.28,2.111871208
favor,26,3.269230769,1.866712454
fighter,26,3.269230769,1.888018905
pay,49,3.265306122,2.360927697
buggy,23,3.260869565,2.220102195
this,23,3.260869565,2.157805942
twelve,23,3.260869565,2.378261231
arrive,27,3.259259259,2.263295633
filling,27,3.259259259,1.810069964
kind,27,3.259259259,2.313714838
overnight,27,3.259259259,2.158927665
took,47,3.255319149,2.399892073
cheer,24,3.25,1.45213486
coming,24,3.25,2.269840063
fit,24,3.25,2.069446471
hang,32,3.25,2.369156649
hung,24,3.25,2.250603784
joking,24,3.25,2.151844507
mark,28,3.25,2.221527669
needles,32,3.25,2.214322878
never,28,3.25,2.011540777
pest,28,3.25,2.187929852
sell,28,3.25,2.029869545
blush,33,3.242424242,2.222474733
fox,29,3.24137931,2.149005956
happily,29,3.24137931,2.029341421
sigh,29,3.24137931,2.278081467
cavity,25,3.24,1.762573876
different,25,3.24,2.087262961
harm,25,3.24,2.314447378
minute,25,3.24,1.762573876
really,25,3.24,1.984943324
taking,25,3.24,2.126812952
into,26,3.230769231,2.103476975
journey,26,3.230769231,1.945408796
peak,26,3.230769231,1.965862504
pump,26,3.230769231,1.945408796
brake,31,3.225806452,1.927168517
found,31,3.225806452,2.216749534
brain,27,3.222222222,2.063106943
half,45,3.222222222,2.098580569
lead,27,3.222222222,2.006400016
magic,27,3.222222222,2.006400016
march,27,3.222222222,2.309401077
plank,27,3.222222222,2.006400016
sparrow,27,3.222222222,2.044379412
it,32,3.21875,2.268072579
brook,23,3.217391304,2.043982782
chart,23,3.217391304,1.756973683
choir,23,3.217391304,2.214754691
chunk,23,3.217391304,1.782656897
drag,23,3.217391304,2.02162225
made,23,3.217391304,2.354039502
anything,42,3.214285714,2.311537492
curl,28,3.214285714,2.250220448
foggy,28,3.214285714,1.950444258
shy,28,3.214285714,1.931361885
spell,28,3.214285714,2.024976321
tell,43,3.209302326,2.366010703
careful,24,3.208333333,2.186503396
deep,48,3.208333333,2.268736018
together,24,3.208333333,2.377049078
pupil,29,3.206896552,2.554817723
save,29,3.206896552,2.093856837
understand,29,3.206896552,2.257990737
disappear,30,3.2,2.171921126
flu,25,3.2,2.614064524
ill,45,3.2,2.20123932
part,30,3.2,2.107458021
swept,25,3.2,2.061552813
troll,45,3.2,2.482667187
wag,25,3.2,2.254624876
weird,30,3.2,1.936936792
chopped,26,3.192307692,2.135775845
damp,26,3.192307692,1.959984301
ledge,26,3.192307692,2.078831032
project,26,3.192307692,1.939468603
same,47,3.191489362,2.428439272
practice,48,3.1875,2.120379833
curious,27,3.185185185,2.28771026
later,27,3.185185185,2.253834972
sill,33,3.181818182,2.270112132
grabbed,28,3.178571429,1.925531604
blown,23,3.173913043,1.96912934
crash,23,3.173913043,2.309115807
lookout,23,3.173913043,2.249286228
nice,23,3.173913043,2.208499571
soggy,23,3.173913043,2.145866511
steel,23,3.173913043,2.124578545
tumble,23,3.173913043,1.825381004
vine,23,3.173913043,2.228986193
event,29,3.172413793,2.139241613
beak,24,3.166666667,2.078182037
collect,24,3.166666667,2.389590954
concert,30,3.166666667,1.876962574
damage,24,3.166666667,1.736229465
make-believe,24,3.166666667,2.598773401
please,24,3.166666667,2.277807234
terrified,24,3.166666667,1.785610763
thunder,24,3.166666667,2.443565938
trying,24,3.166666667,2.352919864
captain,31,3.161290323,2.296327128
fang,25,3.16,1.907878403
roller,25,3.16,2.014116845
stitch,25,3.16,1.8636881
wounded,25,3.16,2.115025611
company,32,3.15625,2.096223563
factory,45,3.155555556,2.204907291
argument,26,3.153846154,2.129644246
most,26,3.153846154,2.148344622
thorn,26,3.153846154,1.781960891
hundred,33,3.151515152,2.032873768
grizzly,27,3.148148148,2.597390757
training,27,3.148148148,1.974913897
week,27,3.148148148,2.332112012
caller,28,3.142857143,2.013184058
fender,28,3.142857143,2.320828168
sudden,28,3.142857143,2.223015731
saying,43,3.139534884,2.315387403
fiddle,29,3.137931034,2.199417747
shuffle,29,3.137931034,2.030554779
contest,45,3.133333333,2.062654953
sitter,30,3.133333333,2.1772069
plans,23,3.130434783,2.02942777
promise,23,3.130434783,2.242246192
snap,23,3.130434783,2.138486037
underneath,31,3.129032258,2.156261201
honest,24,3.125,2.346366293
independent,24,3.125,1.596531567
nervous,24,3.125,2.112334377
rich,24,3.125,2.028331934
sawdust,24,3.125,2.070759155
smart,48,3.125,2.548466372
sob,24,3.125,2.049655326
strong,41,3.12195122,2.304290801
crowded,25,3.12,1.715614564
dive,25,3.12,1.855622088
easy,42,3.119047619,2.431524474
bunch,26,3.115384615,1.796149728
enormous,26,3.115384615,2.178566925
lose,26,3.115384615,2.084743113
now,26,3.115384615,2.268513576
appreciate,27,3.111111111,2.100061049
divide,27,3.111111111,2.044379412
gas,28,3.107142857,2.00627323
gear,28,3.107142857,1.852711441
stolen,28,3.107142857,2.096545407
wrote,28,3.107142857,1.969005873
change,47,3.106382979,2.118593079
dragging,29,3.103448276,2.304418544
willow,29,3.103448276,2.350453263
loose,30,3.1,2.155186207
protect,31,3.096774194,2.256174324
icebox,33,3.090909091,1.974266262
scrub,44,3.090909091,2.290711089
discussion,23,3.086956522,2.087038865
ditch,23,3.086956522,1.729767285
king,23,3.086956522,2.234299636
some,23,3.086956522,2.521057561
cross,24,3.083333333,2.394135347
porcupine,24,3.083333333,2.185260241
blonde,25,3.08,2.019075696
fat,25,3.08,2.080064102
gentleman,25,3.08,1.891207727
kindly,25,3.08,2.431049156
rush,25,3.08,2.481934729
wonder,25,3.08,2.271563338
across,26,3.076923077,2.381983659
clue,26,3.076923077,2.0576312
dine,26,3.076923077,2.296485609
landing,26,3.076923077,1.764609349
ninety,26,3.076923077,2.018377109
rim,26,3.076923077,2.0576312
salesman,26,3.076923077,1.958020979
seek,26,3.076923077,2.152637023
both,27,3.074074074,2.448326366
valley,27,3.074074074,1.959708101
ivy,28,3.071428571,2.243155374
lava,28,3.071428571,2.402600003
mast,28,3.071428571,1.923125763
mean,28,3.071428571,2.071474183
quack,28,3.071428571,2.62366116
clipped,29,3.068965517,1.688850718
steal,29,3.068965517,1.998768094
swirl,29,3.068965517,2.051672392
bull,32,3.0625,2.139301966
few,32,3.0625,1.899702863
gladly,32,3.0625,2.19878999
view,283,3.060070671,2.067974991
alone,34,3.058823529,2.116904207
slip,45,3.044444444,2.275916954
any,23,3.043478261,2.285890733
because,23,3.043478261,2.421086549
fright,23,3.043478261,2.120854478
idea,23,3.043478261,2.383241888
length,23,3.043478261,1.89444789
pane,23,3.043478261,2.325320327
plow,23,3.043478261,1.870300435
ranch,23,3.043478261,2.033319294
agree,24,3.041666667,2.136212957
bury,24,3.041666667,1.899179838
bushy,24,3.041666667,2.095111633
clang,24,3.041666667,2.312144998
enjoy,24,3.041666667,2.053187695
frighten,24,3.041666667,2.196423311
sorry,24,3.041666667,2.404328826
tow,24,3.041666667,1.627993341
village,24,3.041666667,2.031901373
babe,25,3.04,2.318045153
charcoal,25,3.04,1.903505538
howl,25,3.04,1.989137166
recognize,25,3.04,2.130727575
elm,26,3.038461538,2.34061136
everything,26,3.038461538,2.288768564
ferry,26,3.038461538,1.684773438
fried,26,3.038461538,1.907475174
why,26,3.038461538,2.424553884
china,27,3.037037037,1.870447941
dislike,27,3.037037037,1.950965865
mixed,27,3.037037037,1.950965865
blackness,28,3.035714286,1.914508792
directions,28,3.035714286,1.99038695
gasp,28,3.035714286,2.045449201
flock,29,3.034482759,1.822140786
poem,29,3.034482759,1.841636668
cricket,32,3.03125,1.822518198
size,32,3.03125,1.975403185
pitch,33,3.03030303,2.128450852
covered,34,3.029411765,2.34178505
cemetery,46,3.02173913,1.80725858
steer,46,3.02173913,2.352201148
missing,47,3.021276596,2.566416565
address,24,3,2.02162225
aisle,35,3,1.697749375
beginning,31,3,2.065591118
but,32,3,2.125118593
carol,33,3,2.222048604
club,24,3,1.668115312
desert,25,3,2.041241452
explorer,23,3,1.732050808
file,23,3,1.930614598
find,25,3,2.309401077
goods,25,3,2.217355783
gulp,27,3,1.941450687
health,24,3,2
huge,25,3,2.217355783
large,32,3,2.170179121
lovely,28,3,2.27710017
married,25,3,2.309401077
pasture,25,3,2.020725942
perfect,24,3,2.02162225
platform,26,3,2.097617696
problem,27,3,2.075498087
right,23,3,2.412090757
sang,24,3,2.502172969
several,26,3,2.039607805
signal,28,3,2.09054308
simple,26,3,2.315167381
single,26,3,1.788854382
solution,25,3,2.179449472
solve,31,3,1.732050808
something,46,3,2.422120283
stroll,45,3,2.153221688
thick,35,3,2.014652211
third,26,3,1.854723699
unhappy,26,3,1.918332609
well,23,3,2.174229226
whip,27,3,1.818706218
wine,30,3,2
fifteen,48,2.979166667,2.283051181
memory,47,2.978723404,2.391009989
okay,47,2.978723404,2.489013788
center,46,2.97826087,1.891373756
have,45,2.977777778,2.444742865
drew,44,2.977272727,2.161918144
sort,44,2.977272727,2.277173241
woke,41,2.975609756,2.17356625
finding,34,2.970588235,2.34178505
nope,34,2.970588235,2.455486055
trap,33,2.96969697,2.053729055
adventure,32,2.96875,1.713031175
folks,30,2.966666667,2.235810943
left,30,2.966666667,2.311639713
wide,30,2.966666667,1.670914128
choke,29,2.965517241,1.782509439
drove,29,2.965517241,2.211701973
film,29,2.965517241,1.762359592
jumpy,29,2.965517241,1.898923729
complete,28,2.964285714,2.027261295
load,28,2.964285714,1.815206199
believe,27,2.962962963,2.377482209
fuel,27,2.962962963,1.720498172
gull,27,2.962962963,1.990003508
catalog,26,2.961538462,2.34061136
enough,26,2.961538462,1.886388491
evening,26,2.961538462,2.009592381
exciting,26,2.961538462,2.440996014
wrong,26,2.961538462,2.217760478
barely,25,2.96,1.593737745
blind,25,2.96,2.091251619
seller,25,2.96,1.859211302
showing,25,2.96,1.790716802
trouble,25,2.96,2.111081871
wolf,25,2.96,2.169485346
plan,49,2.959183673,2.335943632
beast,24,2.958333333,2.115762103
flea,24,2.958333333,2.255026591
invite,24,2.958333333,2.031901373
sling,24,2.958333333,1.627993341
there,24,2.958333333,2.235662856
slid,47,2.957446809,2.196414537
staring,47,2.957446809,1.988635613
boom,23,2.956521739,2.184204887
fantastic,23,2.956521739,2.20491725
rancher,23,2.956521739,1.941842164
swamp,23,2.956521739,1.870300435
wonderful,23,2.956521739,2.285890733
like,42,2.952380952,2.368001946
palace,42,2.952380952,2.185901399
mule,33,2.939393939,1.967539611
orchard,33,2.939393939,2.192877589
savings,33,2.939393939,2.045412457
tired,32,2.9375,2.327084567
warehouse,31,2.935483871,2.112431204
say,45,2.933333333,2.270362406
schedule,45,2.933333333,2.02708927
turn,45,2.933333333,2.319874605
went,30,2.933333333,2.116166562
grade,29,2.931034483,1.830905991
hurried,29,2.931034483,2.034190511
begin,28,2.928571429,2.340126167
goodness,28,2.928571429,1.923125763
waiting,28,2.928571429,2.402600003
direction,27,2.925925926,2.352182717
firmly,27,2.925925926,1.708033641
shaggy,27,2.925925926,2.182551893
sundown,27,2.925925926,2.092586289
thirty,27,2.925925926,2.479545956
argue,26,2.923076923,1.853063991
ashes,26,2.923076923,2.189485363
better,26,2.923076923,2.207678906
fairy,26,2.923076923,2.152637023
feel,26,2.923076923,2.26138147
scrap,26,2.923076923,1.671480228
guess,25,2.92,2.039607805
trust,25,2.92,2.234576768
mash,24,2.916666667,2.124733572
mole,24,2.916666667,1.815792237
moose,24,2.916666667,2.083405796
tried,47,2.914893617,2.403166274
author,23,2.913043478,1.649050511
collection,23,2.913043478,2.06514458
dribble,23,2.913043478,1.703286755
gun,23,2.913043478,2.25455183
moon,23,2.913043478,2.234299636
clerk,34,2.911764706,2.094258342
calm,45,2.911111111,2.203532517
sailor,31,2.903225806,2.022454593
straight,41,2.902439024,2.047008525
cloud,30,2.9,2.249137766
forth,29,2.896551724,2.143842138
hush,38,2.894736842,1.928302344
beautiful,28,2.892857143,2.042860843
yet,28,2.892857143,2.00627323
bundle,46,2.891304348,1.728560877
bother,27,2.888888889,2.172083957
powerful,27,2.888888889,1.908147175
set,27,2.888888889,1.846687957
studio,27,2.888888889,1.846687957
low,35,2.885714286,2.111194652
den,26,2.884615385,2.006527808
forgotten,26,2.884615385,2.026364687
gathering,26,2.884615385,1.966253759
lonely,26,2.884615385,1.904246267
already,34,2.882352941,2.114376559
dart,34,2.882352941,2.041459755
professor,34,2.882352941,2.026561588
gray,42,2.880952381,2.36026436
hitch,25,2.88,1.508862706
jammed,25,2.88,1.94336478
stiff,25,2.88,1.73973178
wild,25,2.88,2.204540769
enemy,24,2.875,1.825245665
gong,24,2.875,2.132818099
learned,48,2.875,2.339530777
post,24,2.875,2.028331934
rust,32,2.875,1.896516331
serious,24,2.875,2.112334377
thief,24,2.875,1.848912724
wake,24,2.875,2.070759155
sale,39,2.871794872,2.386138558
cheerful,31,2.870967742,1.978921179
ax,23,2.869565217,2.11712386
scared,23,2.869565217,2.11712386
speed,23,2.869565217,2.282429882
striped,23,2.869565217,1.937766939
the,23,2.869565217,2.510058815
trim,45,2.866666667,2.262339899
always,44,2.863636364,2.27821747
another,29,2.862068966,2.133477007
buck,29,2.862068966,1.574895414
sixth,29,2.862068966,1.922129361
beside,42,2.857142857,2.031116821
let,28,2.857142857,2.031498001
lying,28,2.857142857,2.336732218
strange,28,2.857142857,1.799470822
trade,28,2.857142857,1.938198585
smack,34,2.852941176,2.162102693
taught,34,2.852941176,2.002004343
loss,27,2.851851852,1.725458773
plain,27,2.851851852,1.994293854
dimmer,47,2.85106383,1.955802108
healthy,47,2.85106383,2.466988336
language,33,2.848484848,2.017442876
misty,26,2.846153846,2.110778201
special,26,2.846153846,2.166883618
eighth,25,2.84,1.8636881
fault,25,2.84,1.8636881
forward,25,2.84,1.951068084
live,25,2.84,2.014116845
far,31,2.838709677,2.192362108
eleven,30,2.833333333,2.275557277
not,36,2.833333333,2.197401062
sank,24,2.833333333,1.711004451
split,36,2.833333333,2.117950492
tore,24,2.833333333,2.119611668
understood,24,2.833333333,2.098999071
using,48,2.833333333,2.272250111
everywhere,47,2.829787234,2.219666533
queen,35,2.828571429,2.007130147
dungeon,29,2.827586207,2.205009969
pray,29,2.827586207,2.071386105
brought,23,2.826086957,1.898616097
score,23,2.826086957,2.208499571
seventh,23,2.826086957,2.059394746
shoot,23,2.826086957,2.145866511
strip,23,2.826086957,1.696310808
tug,23,2.826086957,1.749082199
cell,45,2.822222222,2.113687954
electricity,33,2.818181818,1.86169522
enter,44,2.818181818,1.991525386
hunt,33,2.818181818,2.142640682
nothing,49,2.816326531,2.351182942
ache,27,2.814814815,1.819489299
before,27,2.814814815,2.434322478
grasp,27,2.814814815,2.000712124
plenty,27,2.814814815,1.942184279
said,27,2.814814815,2.337602931
caught,32,2.8125,2.101266899
inn,32,2.8125,1.856766179
beneath,47,2.808510638,2.039163275
anywhere,26,2.807692308,2.33271054
ash,26,2.807692308,1.49717683
emergency,26,2.807692308,1.980287469
information,26,2.807692308,1.523659562
inviting,26,2.807692308,2.097984381
maker,26,2.807692308,2.020281778
makes,26,2.807692308,1.959984301
nephew,26,2.807692308,2.263081629
wobble,26,2.807692308,2.000384578
finally,31,2.806451613,2.006977077
ready,46,2.804347826,2.436934005
business,25,2.8,1.936491673
command,25,2.8,1.848422751
fallen,35,2.8,1.694281038
oxygen,45,2.8,2.341328294
thirteen,25,2.8,1.870828693
throne,25,2.8,2.081665999
wow,25,2.8,2.140872096
death,44,2.795454545,2.108449728
couple,29,2.793103448,1.878055802
eve,29,2.793103448,2.455013971
bill,24,2.791666667,2.021174146
crazy,24,2.791666667,2.042572263
tan,24,2.791666667,1.887698545
tip,24,2.791666667,1.99954705
only,33,2.787878788,2.042632734
surf,33,2.787878788,1.76347625
task,28,2.785714286,2.096860843
aloud,23,2.782608696,1.999011613
freckles,23,2.782608696,2.109642834
hour,23,2.782608696,1.929590671
leap,23,2.782608696,2.430049041
lodge,46,2.782608696,1.896347876
hoe,27,2.777777778,1.867399124
messenger,27,2.777777778,1.846687957
outlet,27,2.777777778,2.025478734
raw,27,2.777777778,1.967687697
rusty,27,2.777777778,1.476308633
disgust,31,2.774193548,1.927168517
escape,31,2.774193548,1.978377743
hope,26,2.769230769,1.965862504
owner,26,2.769230769,2.025985041
spool,26,2.769230769,1.945408796
around,25,2.76,2.126812952
easier,25,2.76,1.87705443
polite,25,2.76,1.762573876
swap,25,2.76,1.690167645
thankful,25,2.76,1.71464282
welcome,25,2.76,1.899122604
buzz,29,2.75862069,1.864234282
crooked,29,2.75862069,1.785960574
getting,33,2.757575758,1.820547703
stood,45,2.755555556,2.144290045
ahead,24,2.75,1.750776225
bony,32,2.75,1.79605302
fire,24,2.75,2.211629342
future,28,2.75,1.917270436
lie,28,2.75,2.048034288
looks,36,2.75,2.019547333
shack,24,2.75,1.648451183
mike,43,2.744186047,2.204897398
dangerous,35,2.742857143,2.034162021
colt,27,2.740740741,1.913365794
curve,27,2.740740741,1.788695111
dim,27,2.740740741,1.745160178
hooked,27,2.740740741,2.104803894
leading,27,2.740740741,1.972748816
base,23,2.739130435,2.178769279
cod,23,2.739130435,1.711389422
usually,23,2.739130435,2.049775848
dizzy,30,2.733333333,2.227312178
fine,45,2.733333333,2.071450963
flew,30,2.733333333,1.910647721
join,45,2.733333333,1.993170156
news,30,2.733333333,1.680175141
dummy,26,2.730769231,2.089166194
guide,26,2.730769231,1.950542331
kept,26,2.730769231,1.866712454
met,26,2.730769231,2.219147445
neither,26,2.730769231,2.089166194
newsstand,26,2.730769231,1.970942765
should,26,2.730769231,1.801281595
spy,26,2.730769231,1.970942765
subway,26,2.730769231,1.970942765
young,26,2.730769231,1.845159989
space,33,2.727272727,2.197622682
electric,25,2.72,1.947648154
marry,25,2.72,2.26421436
mother-in-law,25,2.72,2.111871208
secretary,25,2.72,1.696073898
torch,25,2.72,1.860107524
stable,28,2.714285714,1.802408735
member,45,2.711111111,2.073887678
actor,24,2.708333333,1.82921144
liar,24,2.708333333,1.82921144
packed,24,2.708333333,1.966660526
hoof,27,2.703703704,1.957526202
bait,33,2.696969697,2.128450852
lives,33,2.696969697,2.20063696
attend,23,2.695652174,1.769303474
born,23,2.695652174,2.141256696
fancy,23,2.695652174,2.054590926
limp,23,2.695652174,1.819959605
pressure,23,2.695652174,1.769303474
wheeled,23,2.695652174,2.304832524
worn,23,2.695652174,1.607787373
pound,49,2.693877551,2.073685142
continue,26,2.692307692,2.035077016
dab,26,2.692307692,1.975231243
greedy,26,2.692307692,1.783686761
weak,26,2.692307692,1.975231243
for,42,2.69047619,2.321564813
has,29,2.689655172,2.019608312
disgusted,25,2.68,1.886796226
jay,25,2.68,1.994158135
minutes,25,2.68,1.676305461
season,25,2.68,2.014944168
sentence,25,2.68,2.035517952
spade,25,2.68,1.749285568
terrible,25,2.68,1.81934054
ranger,31,2.677419355,1.739484536
bare,27,2.666666667,2.038098661
bolt,24,2.666666667,1.88048714
clear,30,2.666666667,1.728729518
content,24,2.666666667,1.785610763
expect,24,2.666666667,1.88048714
fearless,30,2.666666667,1.667815696
laid,30,2.666666667,1.422318004
outing,27,2.666666667,1.921537846
sets,24,2.666666667,1.857222486
struck,27,2.666666667,1.818706218
